from,to,type,dependency_category,reason,dependency_risk,criticality,replaceability,time_to_substitute,color,confidence,sources,fact_status,tags
eu_ai_stack,ai_compute,contains,compute,AI compute is a core layer of the EU AI stack.,4,5,2,long,red,high,"[""eu_ai_factories_policy""]",known,[]
eu_ai_stack,ai_factories_network,contains,public_compute,AI Factories are the public compute and support backbone for EU AI startups/SMEs and users.,2,5,4,medium,green,high,"[""eu_ai_factories_policy"", ""eurohpc_ai_factories""]",known,[]
eu_ai_stack,sovereign_cloud,contains,cloud,Sovereign cloud is a critical deployment/control layer for EU AI.,4,5,3,medium,orange,high,"[""ovh_sovereign"", ""aws_sovereign"", ""microsoft_sovereign""]",known,[]
eu_ai_stack,ai_compliance,contains,regulation,Regulation and compliance shape deployment of AI in the EU.,3,5,3,medium,blue,high,"[""eu_ai_act""]",known,[]
eu_ai_stack,semiconductor_manufacturing,contains,chips,AI accelerators depend on semiconductor manufacturing and lithography supply chains.,5,5,1,long,red,high,"[""tsmc"", ""asml"", ""eu_chips_act""]",known,[]
eu_ai_stack,cloud_native_ai_platform,contains,software,Cloud-native and MLOps tooling determine AI infrastructure usability.,3,5,3,medium,orange,medium,"[""kubernetes"", ""vllm"", ""cloud_hpc_divide_paper""]",known,[]
european_commission,ai_factories_network,funded_by,public_program,The Commission supports AI Factories through EuroHPC/JU policy and funding architecture.,1,5,5,long,blue,high,"[""eu_ai_factories_policy""]",known,[]
european_commission,investai_facility,funded_by,public_program,The Commission's InvestAI facility supports AI Gigafactories.,1,5,5,long,blue,high,"[""eu_ai_factories_policy"", ""eu_ai_gigafactories""]",known,[]
european_commission,eu_ai_act_node,regulated_by,regulation,The AI Act is the EU AI regulatory framework.,1,5,5,long,blue,high,"[""eu_ai_act""]",known,[]
european_commission,eu_chips_act_node,funded_by,chips_policy,European Chips Act is an EU strategic policy node for semiconductor resilience.,1,5,5,long,blue,high,"[""eu_chips_act""]",known,[]
eurohpc_ju,ai_factories_network,operates,public_compute,EuroHPC JU provides access to computing time and support services offered by AI Factories.,1,5,5,long,blue,high,"[""eu_ai_factories_policy"", ""eurohpc_ai_factories""]",known,[]
european_ai_office,eu_ai_act_node,coordinates,regulation,European AI Office collaborates on AI Act / AI ecosystem coordination.,1,4,4,medium,blue,medium,"[""eu_ai_factories_policy"", ""eu_ai_act""]",known,[]
investai_facility,ai_gigafactories,funded_by,public_private_infra,InvestAI supports up to five AI Gigafactories.,2,5,3,long,blue,high,"[""eu_ai_factories_policy"", ""eu_ai_gigafactories""]",known,[]
ai_gigafactories,gpu_accelerators,depends_on,compute,AI Gigafactories require large-scale advanced AI processors.,5,5,2,long,red,high,"[""eu_ai_factories_policy"", ""eu_ai_gigafactories""]",known,[]
ai_gigafactories,energy_power_capacity,depends_on,energy,AI Gigafactories require high power capacity and energy efficiency.,5,5,2,long,red,high,"[""eu_ai_factories_policy"", ""eu_ai_gigafactories""]",known,[]
ai_gigafactories,data_centers,depends_on,physical_infrastructure,AI Gigafactories are large-scale compute facilities requiring data center infrastructure.,5,5,2,long,red,high,"[""eu_ai_gigafactories""]",known,[]
ai_factories_network,ai2f_france,contains,public_compute,ai2f_france is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eurohpc_ai2f_press""]",known,[]
ai_factories_network,lumi_aif,contains,public_compute,lumi_aif is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy"", ""eurohpc_ai_systems""]",known,[]
ai_factories_network,jaif_germany,contains,public_compute,jaif_germany is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy"", ""eurohpc_ai2f_press""]",known,[]
ai_factories_network,hammerhai_germany,contains,public_compute,hammerhai_germany is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy""]",known,[]
ai_factories_network,meluxina_ai,contains,public_compute,meluxina_ai is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy"", ""eurohpc_ai_systems""]",known,[]
ai_factories_network,it4lia_italy,contains,public_compute,it4lia_italy is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy"", ""eurohpc_ai_systems""]",known,[]
ai_factories_network,bsc_aif_spain,contains,public_compute,bsc_aif_spain is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy"", ""eurohpc_ai_systems""]",known,[]
ai_factories_network,onehealth_ai_spain,contains,public_compute,onehealth_ai_spain is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy""]",known,[]
ai_factories_network,pharos_greece,contains,public_compute,pharos_greece is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy""]",known,[]
ai_factories_network,mimer_sweden,contains,public_compute,mimer_sweden is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy""]",known,[]
ai_factories_network,ai_at_austria,contains,public_compute,ai_at_austria is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy"", ""eurohpc_ai2f_press""]",known,[]
ai_factories_network,brainpp_bulgaria,contains,public_compute,brainpp_bulgaria is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy"", ""eurohpc_ai2f_press""]",known,[]
ai_factories_network,piast_aif_poland,contains,public_compute,piast_aif_poland is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy""]",known,[]
ai_factories_network,gaia_ai_poland,contains,public_compute,gaia_ai_poland is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy""]",known,[]
ai_factories_network,slaif_slovenia,contains,public_compute,slaif_slovenia is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy"", ""eurohpc_ai2f_press""]",known,[]
ai_factories_network,czai_czechia,contains,public_compute,czai_czechia is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy""]",known,[]
ai_factories_network,litai_lithuania,contains,public_compute,litai_lithuania is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy""]",known,[]
ai_factories_network,nlaif_netherlands,contains,public_compute,nlaif_netherlands is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy""]",known,[]
ai_factories_network,ro_ai_romania,contains,public_compute,ro_ai_romania is listed as part of the EuroHPC AI Factories network.,1,4,5,long,green,high,"[""eu_ai_factories_policy""]",known,[]
ai2f_france,alice_recoque,depends_on,compute,ai2f_france uses or is associated with alice_recoque as AI/HPC infrastructure.,2,5,4,medium,green,high,"[""eurohpc_ai_systems"", ""eurohpc_ai2f_press""]",known,[]
ai2f_france,jean_zay,depends_on,compute,ai2f_france uses or is associated with jean_zay as AI/HPC infrastructure.,2,5,4,medium,green,high,"[""eurohpc_ai_systems"", ""eurohpc_ai2f_press""]",known,[]
ai2f_france,adastra,depends_on,compute,ai2f_france uses or is associated with adastra as AI/HPC infrastructure.,2,5,4,medium,green,high,"[""eurohpc_ai_systems"", ""eurohpc_ai2f_press""]",known,[]
ai2f_france,joliot_curie,depends_on,compute,ai2f_france uses or is associated with joliot_curie as AI/HPC infrastructure.,2,5,4,medium,green,high,"[""eurohpc_ai_systems"", ""eurohpc_ai2f_press""]",known,[]
lumi_aif,lumi_supercomputer,depends_on,compute,lumi_aif uses or is associated with lumi_supercomputer as AI/HPC infrastructure.,2,5,4,medium,green,high,"[""eurohpc_ai_systems"", ""eurohpc_ai2f_press""]",known,[]
meluxina_ai,meluxina_supercomputer,depends_on,compute,meluxina_ai uses or is associated with meluxina_supercomputer as AI/HPC infrastructure.,2,5,4,medium,green,high,"[""eurohpc_ai_systems"", ""eurohpc_ai2f_press""]",known,[]
it4lia_italy,leonardo_supercomputer,depends_on,compute,it4lia_italy uses or is associated with leonardo_supercomputer as AI/HPC infrastructure.,2,5,4,medium,green,high,"[""eurohpc_ai_systems"", ""eurohpc_ai2f_press""]",known,[]
bsc_aif_spain,marenostrum5,depends_on,compute,bsc_aif_spain uses or is associated with marenostrum5 as AI/HPC infrastructure.,2,5,4,medium,green,high,"[""eurohpc_ai_systems"", ""eurohpc_ai2f_press""]",known,[]
onehealth_ai_spain,marenostrum5,depends_on,compute,onehealth_ai_spain uses or is associated with marenostrum5 as AI/HPC infrastructure.,2,5,4,medium,green,high,"[""eurohpc_ai_systems"", ""eurohpc_ai2f_press""]",known,[]
brainpp_bulgaria,discoverer_supercomputer,depends_on,compute,brainpp_bulgaria uses or is associated with discoverer_supercomputer as AI/HPC infrastructure.,2,5,4,medium,green,high,"[""eurohpc_ai_systems"", ""eurohpc_ai2f_press""]",known,[]
slaif_slovenia,vega_supercomputer,depends_on,compute,slaif_slovenia uses or is associated with vega_supercomputer as AI/HPC infrastructure.,2,5,4,medium,green,high,"[""eurohpc_ai_systems"", ""eurohpc_ai2f_press""]",known,[]
ai2f_france,genci,partners_with,ecosystem,AI2F lists genci as part of the French AI Factory ecosystem.,1,4,5,medium,green,high,"[""eurohpc_ai2f_press""]",known,[]
ai2f_france,cea,partners_with,ecosystem,AI2F lists cea as part of the French AI Factory ecosystem.,1,4,5,medium,green,high,"[""eurohpc_ai2f_press""]",known,[]
ai2f_france,cnrs,partners_with,ecosystem,AI2F lists cnrs as part of the French AI Factory ecosystem.,1,4,5,medium,green,high,"[""eurohpc_ai2f_press""]",known,[]
ai2f_france,inria,partners_with,ecosystem,AI2F lists inria as part of the French AI Factory ecosystem.,1,4,5,medium,green,high,"[""eurohpc_ai2f_press""]",known,[]
ai2f_france,idris_cnrs,partners_with,ecosystem,AI2F lists idris_cnrs as part of the French AI Factory ecosystem.,1,4,5,medium,green,high,"[""eurohpc_ai2f_press""]",known,[]
ai2f_france,cines,partners_with,ecosystem,AI2F lists cines as part of the French AI Factory ecosystem.,1,4,5,medium,green,high,"[""eurohpc_ai2f_press""]",known,[]
ai2f_france,tgcc_cea,partners_with,ecosystem,AI2F lists tgcc_cea as part of the French AI Factory ecosystem.,1,4,5,medium,green,high,"[""eurohpc_ai2f_press""]",known,[]
ai2f_france,french_tech,partners_with,ecosystem,AI2F lists french_tech as part of the French AI Factory ecosystem.,1,4,5,medium,green,high,"[""eurohpc_ai2f_press""]",known,[]
ai2f_france,station_f,partners_with,ecosystem,AI2F lists station_f as part of the French AI Factory ecosystem.,1,4,5,medium,green,high,"[""eurohpc_ai2f_press""]",known,[]
ai2f_france,hub_france_ia,partners_with,ecosystem,AI2F lists hub_france_ia as part of the French AI Factory ecosystem.,1,4,5,medium,green,high,"[""eurohpc_ai2f_press""]",known,[]
genci,alice_recoque,owns_or_coordinates,compute,GENCI is identified as owner/coordinator for French national infrastructure linked to AI2F.,1,5,4,medium,green,high,"[""eurohpc_ai2f_press""]",known,[]
genci,jean_zay,owns_or_coordinates,compute,GENCI is identified as owner/coordinator for French national infrastructure linked to AI2F.,1,5,4,medium,green,high,"[""eurohpc_ai2f_press""]",known,[]
genci,adastra,owns_or_coordinates,compute,GENCI is identified as owner/coordinator for French national infrastructure linked to AI2F.,1,5,4,medium,green,high,"[""eurohpc_ai2f_press""]",known,[]
genci,joliot_curie,owns_or_coordinates,compute,GENCI is identified as owner/coordinator for French national infrastructure linked to AI2F.,1,5,4,medium,green,high,"[""eurohpc_ai2f_press""]",known,[]
mistral_ai,ai_compute,depends_on,compute,"AI model/application company requires compute for training, fine-tuning and/or inference.",4,5,3,medium,orange,medium,"[""eu_ai_factories_policy""]",inferred,[]
mistral_ai,training_data,depends_on,data,AI company requires high-quality/domain-specific data for model development or deployment.,4,5,3,medium,orange,medium,"[""eu_ai_gigafactories""]",inferred,[]
mistral_ai,ai_compliance,regulated_by,regulation,AI company operating in Europe is affected by EU AI governance and sector compliance requirements.,3,4,3,medium,blue,medium,"[""eu_ai_act""]",inferred,[]
aleph_alpha,ai_compute,depends_on,compute,"AI model/application company requires compute for training, fine-tuning and/or inference.",4,5,3,medium,orange,medium,"[""eu_ai_factories_policy""]",inferred,[]
aleph_alpha,training_data,depends_on,data,AI company requires high-quality/domain-specific data for model development or deployment.,4,5,3,medium,orange,medium,"[""eu_ai_gigafactories""]",inferred,[]
aleph_alpha,ai_compliance,regulated_by,regulation,AI company operating in Europe is affected by EU AI governance and sector compliance requirements.,3,4,3,medium,blue,medium,"[""eu_ai_act""]",inferred,[]
lighton_ai,ai_compute,depends_on,compute,"AI model/application company requires compute for training, fine-tuning and/or inference.",4,5,3,medium,orange,medium,"[""eu_ai_factories_policy""]",inferred,[]
lighton_ai,training_data,depends_on,data,AI company requires high-quality/domain-specific data for model development or deployment.,4,5,3,medium,orange,medium,"[""eu_ai_gigafactories""]",inferred,[]
lighton_ai,ai_compliance,regulated_by,regulation,AI company operating in Europe is affected by EU AI governance and sector compliance requirements.,3,4,3,medium,blue,medium,"[""eu_ai_act""]",inferred,[]
deepl,ai_compute,depends_on,compute,"AI model/application company requires compute for training, fine-tuning and/or inference.",4,5,3,medium,orange,medium,"[""eu_ai_factories_policy""]",inferred,[]
deepl,training_data,depends_on,data,AI company requires high-quality/domain-specific data for model development or deployment.,4,5,3,medium,orange,medium,"[""eu_ai_gigafactories""]",inferred,[]
deepl,ai_compliance,regulated_by,regulation,AI company operating in Europe is affected by EU AI governance and sector compliance requirements.,3,4,3,medium,blue,medium,"[""eu_ai_act""]",inferred,[]
synthesia,ai_compute,depends_on,compute,"AI model/application company requires compute for training, fine-tuning and/or inference.",4,5,3,medium,orange,medium,"[""eu_ai_factories_policy""]",inferred,[]
synthesia,training_data,depends_on,data,AI company requires high-quality/domain-specific data for model development or deployment.,4,5,3,medium,orange,medium,"[""eu_ai_gigafactories""]",inferred,[]
synthesia,ai_compliance,regulated_by,regulation,AI company operating in Europe is affected by EU AI governance and sector compliance requirements.,3,4,3,medium,blue,medium,"[""eu_ai_act""]",inferred,[]
owkin,ai_compute,depends_on,compute,"AI model/application company requires compute for training, fine-tuning and/or inference.",4,5,3,medium,orange,medium,"[""eu_ai_factories_policy""]",inferred,[]
owkin,training_data,depends_on,data,AI company requires high-quality/domain-specific data for model development or deployment.,4,5,3,medium,orange,medium,"[""eu_ai_gigafactories""]",inferred,[]
owkin,ai_compliance,regulated_by,regulation,AI company operating in Europe is affected by EU AI governance and sector compliance requirements.,3,4,3,medium,blue,medium,"[""eu_ai_act""]",inferred,[]
helsing,ai_compute,depends_on,compute,"AI model/application company requires compute for training, fine-tuning and/or inference.",4,5,3,medium,orange,medium,"[""eu_ai_factories_policy""]",inferred,[]
helsing,training_data,depends_on,data,AI company requires high-quality/domain-specific data for model development or deployment.,4,5,3,medium,orange,medium,"[""eu_ai_gigafactories""]",inferred,[]
helsing,ai_compliance,regulated_by,regulation,AI company operating in Europe is affected by EU AI governance and sector compliance requirements.,3,4,3,medium,blue,medium,"[""eu_ai_act""]",inferred,[]
mistral_ai,gpu_accelerators,depends_on,compute_hardware,Training/fine-tuning/inference of modern AI workloads depends on accelerator hardware.,5,5,2,long,red,medium,"[""nvidia_data_center"", ""amd_mi300""]",inferred,[]
aleph_alpha,gpu_accelerators,depends_on,compute_hardware,Training/fine-tuning/inference of modern AI workloads depends on accelerator hardware.,5,5,2,long,red,medium,"[""nvidia_data_center"", ""amd_mi300""]",inferred,[]
lighton_ai,gpu_accelerators,depends_on,compute_hardware,Training/fine-tuning/inference of modern AI workloads depends on accelerator hardware.,5,5,2,long,red,medium,"[""nvidia_data_center"", ""amd_mi300""]",inferred,[]
deepl,gpu_accelerators,depends_on,compute_hardware,Training/fine-tuning/inference of modern AI workloads depends on accelerator hardware.,5,5,2,long,red,medium,"[""nvidia_data_center"", ""amd_mi300""]",inferred,[]
synthesia,gpu_accelerators,depends_on,compute_hardware,Training/fine-tuning/inference of modern AI workloads depends on accelerator hardware.,5,5,2,long,red,medium,"[""nvidia_data_center"", ""amd_mi300""]",inferred,[]
owkin,gpu_accelerators,depends_on,compute_hardware,Training/fine-tuning/inference of modern AI workloads depends on accelerator hardware.,5,5,2,long,red,medium,"[""nvidia_data_center"", ""amd_mi300""]",inferred,[]
helsing,gpu_accelerators,depends_on,compute_hardware,Training/fine-tuning/inference of modern AI workloads depends on accelerator hardware.,5,5,2,long,red,medium,"[""nvidia_data_center"", ""amd_mi300""]",inferred,[]
mistral_ai,hugging_face,uses,model_distribution,Mistral AI maintains an official model organization on Hugging Face.,2,4,4,short,orange,high,"[""mistral_hf"", ""huggingface""]",known,[]
mistral_ai,model_distribution,depends_on,model_distribution,Open/reusable model distribution is strategically important for Mistral-style open models.,3,4,3,medium,orange,medium,"[""mistral_hf"", ""huggingface""]",known,[]
hugging_face,model_distribution,operates,model_distribution,Hugging Face is the key model/dataset/application collaboration platform.,2,5,4,medium,blue,high,"[""huggingface""]",known,[]
hugging_face,secure_ai_deployment,depends_on,supply_chain_security,Model hubs introduce AI supply-chain security requirements.,4,4,3,medium,orange,medium,"[""hf_supply_chain_paper""]",inferred,[]
lighton_ai,orange_business,uses,cloud,LightOn uses Orange Business Cloud Avenue in a customer story / partnership context.,2,4,4,medium,green,high,"[""orange_lighton""]",known,[]
orange_business,sovereign_cloud,supplies_to,cloud,Orange Business Cloud Avenue is part of a trusted French cloud/GenAI offer.,2,4,4,medium,green,high,"[""orange_cloud_avenue"", ""orange_lighton""]",known,[]
aleph_alpha,secure_ai_deployment,supplies_to,enterprise_ai,Aleph Alpha positions specialized models for enterprises/public institutions with sovereignty/compliance concerns.,2,4,4,medium,green,high,"[""aleph_alpha""]",known,[]
lighton_ai,secure_ai_deployment,supplies_to,enterprise_ai,LightOn positions secure/customizable enterprise GenAI.,2,4,4,medium,green,high,"[""lighton""]",known,[]
owkin,training_data,depends_on,health_data,Owkin is based on multimodal patient data for biopharma/clinical research.,4,5,2,long,orange,high,"[""owkin""]",known,[]
owkin,ai_compliance,regulated_by,health_regulation,Health AI implies high compliance and privacy requirements.,4,5,2,long,red,medium,"[""owkin""]",inferred,[]
helsing,secure_ai_deployment,depends_on,defense_security,"Defense AI requires secure deployment, autonomy and software-defined hardware.",5,5,2,long,red,high,"[""helsing"", ""helsing_company""]",known,[]
ovhcloud,sovereign_cloud,supplies_to,cloud,ovhcloud is a cloud/sovereign cloud provider relevant to EU AI deployment.,2,5,3,medium,green,high,"[""ovh_sovereign"", ""scaleway"", ""orange_cloud_avenue"", ""ionos_public_sector"", ""aws_sovereign"", ""microsoft_sovereign""]",known,[]
scaleway,sovereign_cloud,supplies_to,cloud,scaleway is a cloud/sovereign cloud provider relevant to EU AI deployment.,2,5,3,medium,green,high,"[""ovh_sovereign"", ""scaleway"", ""orange_cloud_avenue"", ""ionos_public_sector"", ""aws_sovereign"", ""microsoft_sovereign""]",known,[]
orange_business,sovereign_cloud,supplies_to,cloud,orange_business is a cloud/sovereign cloud provider relevant to EU AI deployment.,2,5,3,medium,green,high,"[""ovh_sovereign"", ""scaleway"", ""orange_cloud_avenue"", ""ionos_public_sector"", ""aws_sovereign"", ""microsoft_sovereign""]",known,[]
ionos,sovereign_cloud,supplies_to,cloud,ionos is a cloud/sovereign cloud provider relevant to EU AI deployment.,2,5,3,medium,green,high,"[""ovh_sovereign"", ""scaleway"", ""orange_cloud_avenue"", ""ionos_public_sector"", ""aws_sovereign"", ""microsoft_sovereign""]",known,[]
aws_european_sovereign_cloud,sovereign_cloud,supplies_to,cloud,aws_european_sovereign_cloud is a cloud/sovereign cloud provider relevant to EU AI deployment.,4,5,3,medium,orange,high,"[""ovh_sovereign"", ""scaleway"", ""orange_cloud_avenue"", ""ionos_public_sector"", ""aws_sovereign"", ""microsoft_sovereign""]",known,[]
microsoft_sovereign_cloud,sovereign_cloud,supplies_to,cloud,microsoft_sovereign_cloud is a cloud/sovereign cloud provider relevant to EU AI deployment.,4,5,3,medium,orange,high,"[""ovh_sovereign"", ""scaleway"", ""orange_cloud_avenue"", ""ionos_public_sector"", ""aws_sovereign"", ""microsoft_sovereign""]",known,[]
ovhcloud,data_centers,depends_on,physical_infrastructure,"Cloud AI services depend on data centers, power, networking and cooling.",4,5,3,long,orange,medium,"[""eu_ai_gigafactories""]",inferred,[]
ovhcloud,energy_power_capacity,depends_on,energy,AI cloud/data-center growth depends on energy availability and efficiency.,5,5,2,long,red,medium,"[""eu_ai_gigafactories""]",inferred,[]
scaleway,data_centers,depends_on,physical_infrastructure,"Cloud AI services depend on data centers, power, networking and cooling.",4,5,3,long,orange,medium,"[""eu_ai_gigafactories""]",inferred,[]
scaleway,energy_power_capacity,depends_on,energy,AI cloud/data-center growth depends on energy availability and efficiency.,5,5,2,long,red,medium,"[""eu_ai_gigafactories""]",inferred,[]
orange_business,data_centers,depends_on,physical_infrastructure,"Cloud AI services depend on data centers, power, networking and cooling.",4,5,3,long,orange,medium,"[""eu_ai_gigafactories""]",inferred,[]
orange_business,energy_power_capacity,depends_on,energy,AI cloud/data-center growth depends on energy availability and efficiency.,5,5,2,long,red,medium,"[""eu_ai_gigafactories""]",inferred,[]
ionos,data_centers,depends_on,physical_infrastructure,"Cloud AI services depend on data centers, power, networking and cooling.",4,5,3,long,orange,medium,"[""eu_ai_gigafactories""]",inferred,[]
ionos,energy_power_capacity,depends_on,energy,AI cloud/data-center growth depends on energy availability and efficiency.,5,5,2,long,red,medium,"[""eu_ai_gigafactories""]",inferred,[]
aws_european_sovereign_cloud,data_centers,depends_on,physical_infrastructure,"Cloud AI services depend on data centers, power, networking and cooling.",4,5,3,long,orange,medium,"[""eu_ai_gigafactories""]",inferred,[]
aws_european_sovereign_cloud,energy_power_capacity,depends_on,energy,AI cloud/data-center growth depends on energy availability and efficiency.,5,5,2,long,red,medium,"[""eu_ai_gigafactories""]",inferred,[]
microsoft_sovereign_cloud,data_centers,depends_on,physical_infrastructure,"Cloud AI services depend on data centers, power, networking and cooling.",4,5,3,long,orange,medium,"[""eu_ai_gigafactories""]",inferred,[]
microsoft_sovereign_cloud,energy_power_capacity,depends_on,energy,AI cloud/data-center growth depends on energy availability and efficiency.,5,5,2,long,red,medium,"[""eu_ai_gigafactories""]",inferred,[]
ovhcloud,gpu_accelerators,depends_on,compute_hardware,OVHcloud offers GPU cloud services; underlying GPU supply remains a strategic dependency.,5,5,2,long,red,high,"[""ovh_gpu"", ""nvidia_data_center""]",known,[]
scaleway,gpu_accelerators,depends_on,compute_hardware,Scaleway offers GPU instances for AI model training/fine-tuning/serving.,5,5,2,long,red,high,"[""scaleway_gpu"", ""nvidia_data_center""]",known,[]
orange_business,gpu_accelerators,depends_on,compute_hardware,Orange/LightOn trusted GenAI offer is supported by servers and GPUs in French data centers.,4,5,2,long,orange,high,"[""orange_lighton""]",known,[]
ionos,gpu_accelerators,depends_on,compute_hardware,Sovereign AI cloud use cases require accelerator hardware.,4,4,2,long,orange,medium,"[""ionos_cloud"", ""intel_gaudi""]",inferred,[]
aws_european_sovereign_cloud,gpu_accelerators,depends_on,compute_hardware,Hyperscaler AI infrastructure depends on accelerator hardware.,5,5,2,long,red,medium,"[""aws_sovereign"", ""nvidia_data_center""]",inferred,[]
microsoft_sovereign_cloud,gpu_accelerators,depends_on,compute_hardware,Hyperscaler AI infrastructure depends on accelerator hardware.,5,5,2,long,red,medium,"[""microsoft_sovereign"", ""nvidia_data_center""]",inferred,[]
nvidia,gpu_accelerators,supplies_to,compute_hardware,nvidia supplies accelerator/processor technology relevant to AI/HPC.,2,5,3,medium,red,high,"[""nvidia_data_center"", ""amd_mi300"", ""intel_gaudi"", ""sipearl""]",known,[]
amd,gpu_accelerators,supplies_to,compute_hardware,amd supplies accelerator/processor technology relevant to AI/HPC.,2,5,3,medium,red,high,"[""nvidia_data_center"", ""amd_mi300"", ""intel_gaudi"", ""sipearl""]",known,[]
intel_gaudi,gpu_accelerators,supplies_to,compute_hardware,intel_gaudi supplies accelerator/processor technology relevant to AI/HPC.,2,5,3,medium,red,high,"[""nvidia_data_center"", ""amd_mi300"", ""intel_gaudi"", ""sipearl""]",known,[]
sipearl,ai_hpc_supercomputing,supplies_to,compute_hardware,sipearl supplies accelerator/processor technology relevant to AI/HPC.,2,5,3,medium,blue,high,"[""nvidia_data_center"", ""amd_mi300"", ""intel_gaudi"", ""sipearl""]",known,[]
nvidia,semiconductor_manufacturing,depends_on,chip_manufacturing,AI processors depend on advanced semiconductor manufacturing and packaging.,5,5,1,long,red,medium,"[""tsmc"", ""asml"", ""eu_chips_act""]",inferred,[]
amd,semiconductor_manufacturing,depends_on,chip_manufacturing,AI processors depend on advanced semiconductor manufacturing and packaging.,5,5,1,long,red,medium,"[""tsmc"", ""asml"", ""eu_chips_act""]",inferred,[]
intel_gaudi,semiconductor_manufacturing,depends_on,chip_manufacturing,AI processors depend on advanced semiconductor manufacturing and packaging.,5,5,1,long,red,medium,"[""tsmc"", ""asml"", ""eu_chips_act""]",inferred,[]
sipearl,semiconductor_manufacturing,depends_on,chip_manufacturing,AI processors depend on advanced semiconductor manufacturing and packaging.,5,5,1,long,red,medium,"[""tsmc"", ""asml"", ""eu_chips_act""]",inferred,[]
tsmc,semiconductor_manufacturing,supplies_to,foundry,TSMC is a dedicated semiconductor foundry and strategic chip-manufacturing dependency.,5,5,1,long,red,high,"[""tsmc""]",known,[]
asml,semiconductor_manufacturing,supplies_to,lithography,ASML lithography technology is fundamental to advanced semiconductor manufacturing.,2,5,4,long,blue,high,"[""asml"", ""asml_euv""]",known,[]
eu_chips_act_node,semiconductor_manufacturing,funded_by,policy,The European Chips Act is a policy response to strategic semiconductor capacity/resilience.,2,5,4,long,blue,high,"[""eu_chips_act""]",known,[]
sipearl,ai_factories_network,supplies_to,european_processor,"SiPearl CPUs are positioned for sovereign European supercomputing, AI and data centers.",2,4,3,medium,green,medium,"[""sipearl"", ""sipearl_processor""]",inferred,[]
pytorch,cloud_native_ai_platform,integrates_with,framework,PyTorch is a core open-source deep learning framework used in AI workloads.,2,5,4,medium,orange,high,"[""pytorch""]",known,[]
tensorflow,cloud_native_ai_platform,integrates_with,framework,TensorFlow is an end-to-end open source ML platform.,2,4,4,medium,orange,high,"[""tensorflow""]",known,[]
kubernetes,cloud_native_ai_platform,integrates_with,orchestration,Kubernetes is a core open-source orchestration layer for containerized workloads.,2,5,4,medium,orange,high,"[""kubernetes""]",known,[]
vllm,llm_serving,supplies_to,inference_serving,"vLLM provides high-throughput, memory-efficient LLM serving.",2,5,4,medium,orange,high,"[""vllm""]",known,[]
llm_serving,gpu_accelerators,depends_on,compute_hardware,LLM serving performance and cost depend on accelerator hardware.,5,5,2,long,red,high,"[""vllm"", ""nvidia_data_center""]",inferred,[]
cloud_native_ai_platform,ai_hpc_supercomputing,depends_on,HPC_cloud_bridge,Cloud-native usability on AI Factories/HPC is a gap and opportunity area.,3,5,3,medium,orange,medium,"[""cloud_hpc_divide_paper""]",known,[]
